100 425
1 11
1 35
1 75
1 84
1 88
2 18
2 21
2 25
2 68
2 82
3 24
3 37
4 31
4 66
4 72
4 80
5 30
5 73
5 93
5 99
6 11
6 14
6 15
6 34
6 49
6 58
6 84
7 27
7 35
7 43
7 45
7 46
7 50
7 72
7 76
8 53
8 76
9 7
9 13
9 26
9 27
9 89
10 7
10 18
10 33
10 56
10 84
10 86
11 38
11 44
11 46
11 58
11 73
11 95
12 24
12 38
12 70
13 82
14 10
14 25
14 46
14 69
14 86
15 28
15 41
15 46
15 67
15 85
16 4
16 7
16 11
16 18
16 26
16 36
16 86
16 89
17 9
17 43
17 45
18 23
18 24
18 25
18 29
18 45
18 68
18 84
18 90
19 68
19 87
19 91
20 7
20 18
20 68
21 51
21 64
21 88
22 1
22 6
22 7
22 16
22 29
22 33
22 40
22 62
22 67
23 12
23 36
24 21
24 39
24 61
24 85
25 27
25 41
25 64
25 71
25 85
25 92
26 44
26 75
27 25
27 36
27 68
28 33
28 35
28 38
28 49
28 84
28 85
28 96
29 2
29 7
29 36
29 69
29 93
30 47
30 50
30 69
30 97
31 8
31 80
32 3
32 17
32 23
32 58
32 84
33 26
33 40
33 41
33 46
33 81
34 2
34 18
34 23
34 49
34 93
35 13
35 29
35 44
35 46
35 64
35 66
35 96
36 38
36 50
36 56
36 69
36 73
36 89
36 95
37 19
37 36
37 69
38 46
38 50
38 59
38 91
39 13
39 15
39 26
39 76
40 3
40 5
40 12
40 14
40 27
40 56
40 84
41 93
41 96
42 4
42 12
42 23
42 32
42 36
42 56
42 77
43 3
43 83
44 39
45 19
45 21
45 23
45 47
45 48
45 56
45 87
47 4
47 12
47 39
47 64
48 2
48 4
48 9
48 27
48 37
48 61
48 78
48 79
48 81
48 90
49 22
49 27
49 42
49 48
49 79
49 86
50 42
50 78
50 87
51 33
52 8
52 33
53 37
53 71
53 76
53 90
54 13
54 70
54 83
54 88
55 1
55 29
55 38
55 39
55 49
55 84
55 96
56 30
56 53
56 76
57 4
57 73
57 75
57 85
57 90
57 100
58 27
58 35
58 49
58 59
58 84
59 12
59 30
59 46
59 48
59 79
60 81
60 95
61 24
61 45
61 56
62 17
62 46
63 22
63 35
64 1
64 11
64 22
64 55
64 81
65 52
65 55
65 81
65 93
65 100
66 13
66 35
66 64
66 74
66 80
67 16
67 22
67 56
67 79
68 30
68 46
68 64
69 12
69 35
69 54
69 64
69 98
70 27
70 34
70 40
70 46
70 71
70 88
71 4
71 9
71 18
71 35
71 37
71 79
71 80
71 81
73 20
74 6
74 56
74 57
74 65
74 68
74 72
74 81
75 5
75 49
75 59
75 91
75 95
76 18
76 31
76 41
76 52
77 31
77 49
77 67
77 73
78 21
78 33
78 41
79 23
79 67
79 83
79 89
80 25
80 53
80 77
80 81
81 38
81 71
81 78
81 98
82 14
82 30
82 40
82 59
83 20
83 77
84 9
84 34
85 2
85 3
85 10
85 30
85 87
86 20
86 24
86 41
86 62
86 75
86 97
87 7
87 16
87 39
87 51
87 61
87 94
88 2
88 14
88 47
89 2
89 14
89 27
89 49
90 3
90 38
90 66
90 75
90 78
90 97
91 6
91 28
91 55
91 86
91 87
91 99
92 53
92 55
93 56
93 58
93 77
93 89
94 10
94 32
94 42
94 47
94 64
94 74
95 12
95 27
95 63
95 90
95 94
96 41
97 7
97 15
97 58
97 67
97 92
98 17
98 100
99 58
100 32
100 37
100 57
