100 410
1 70
1 96
2 7
2 14
2 38
2 52
2 59
2 90
2 93
3 32
3 50
3 61
3 69
3 82
3 84
4 21
4 24
4 49
4 77
4 91
4 96
5 6
5 13
5 31
5 64
6 17
6 23
6 33
6 46
6 48
6 83
6 85
7 43
7 51
7 90
8 10
8 73
8 90
8 92
9 16
9 20
9 29
9 47
9 62
9 71
9 81
11 1
11 5
11 26
11 89
12 4
12 23
12 31
12 53
12 59
12 61
12 74
13 24
13 32
13 42
13 54
13 69
13 91
14 2
14 33
14 74
14 84
15 1
15 16
16 13
16 19
16 30
16 57
17 32
17 37
17 67
17 77
17 79
17 92
18 74
18 75
18 80
19 30
19 42
19 50
19 59
19 82
20 35
20 83
21 7
21 37
21 40
21 41
21 84
22 21
22 30
22 39
22 72
23 2
23 3
23 45
24 28
24 29
25 17
25 24
25 47
25 55
25 58
25 59
26 10
26 22
26 49
26 84
27 11
27 21
27 33
27 70
27 73
28 7
28 21
28 25
28 36
28 44
28 83
29 23
29 53
29 57
30 21
30 48
31 16
31 18
31 46
31 63
31 72
32 58
32 97
33 4
33 8
33 25
33 40
33 44
33 52
33 76
33 89
33 97
34 44
35 34
35 71
35 80
36 37
36 65
36 94
37 7
37 9
37 11
37 72
37 87
38 53
38 65
39 5
39 29
39 49
39 60
39 63
39 74
39 84
40 63
41 6
41 7
41 13
41 31
41 45
41 61
42 24
42 35
42 51
42 89
43 10
43 15
43 24
43 27
43 28
43 54
43 70
43 100
44 12
44 15
44 49
44 55
44 71
44 88
44 90
44 99
45 23
45 25
45 33
45 48
45 77
46 18
46 42
46 53
47 8
47 16
47 20
47 53
47 60
47 95
49 1
49 29
49 32
49 74
50 43
50 66
51 6
51 24
51 92
52 4
52 6
52 41
52 51
53 29
53 46
53 67
53 76
53 78
54 8
54 56
54 81
54 87
55 69
56 7
56 50
56 61
56 82
57 2
57 27
57 36
57 77
57 79
57 90
58 5
58 38
58 70
58 81
59 25
59 36
59 60
59 69
60 8
60 40
60 88
60 94
61 67
61 83
62 73
63 4
63 16
63 32
63 73
63 77
63 79
64 9
64 17
64 22
64 25
64 28
64 32
64 59
64 61
65 50
65 73
66 69
67 31
67 92
67 98
68 11
68 30
68 79
68 90
68 95
69 17
69 80
69 81
69 85
69 89
70 6
70 8
70 19
70 34
70 78
70 92
71 66
72 46
72 98
73 21
73 30
73 31
73 59
73 66
73 89
74 25
74 57
74 78
75 7
75 22
75 34
75 41
75 52
75 59
75 66
75 76
75 99
76 42
77 1
77 7
77 27
77 30
77 34
78 45
78 58
78 71
79 14
79 36
79 39
79 55
79 62
80 2
80 10
80 62
80 89
81 29
81 45
81 72
81 78
81 87
82 4
82 40
83 17
83 30
83 44
83 51
83 55
83 73
83 76
84 31
84 42
84 66
84 73
85 5
85 10
85 14
85 44
85 53
85 56
85 60
85 99
86 14
86 18
86 42
86 65
87 10
87 55
87 81
88 9
88 46
89 1
89 7
89 69
90 31
90 34
90 89
91 1
91 8
91 36
91 72
92 43
92 65
92 70
92 79
93 13
93 65
93 73
94 19
94 72
94 83
94 91
95 57
95 75
96 10
96 14
96 17
96 33
96 34
98 21
98 24
98 37
98 56
98 67
98 68
98 84
98 88
99 12
99 36
99 38
99 58
99 66
99 88
99 91
100 12
100 90
