100 380
1 2
1 31
1 58
2 14
2 36
2 50
3 35
3 66
4 28
4 45
4 83
5 54
5 68
5 75
5 84
5 88
6 19
6 27
7 4
7 18
7 50
7 89
8 5
8 32
8 48
8 79
9 23
9 42
9 43
9 49
9 57
9 75
9 79
10 30
10 41
10 86
11 51
11 87
12 51
12 62
12 69
12 73
12 75
12 98
13 6
13 29
13 40
13 49
13 84
13 98
14 99
14 100
15 11
15 13
15 23
15 33
15 91
16 4
16 53
17 20
17 47
17 84
18 4
18 7
18 60
19 1
19 7
19 11
19 15
19 27
19 38
19 44
19 64
20 24
20 37
20 45
21 18
21 29
21 37
21 41
22 15
22 96
23 21
23 22
23 27
23 56
23 68
23 85
24 20
24 37
25 8
25 38
25 54
26 33
26 51
26 90
27 6
27 13
27 52
27 64
27 91
28 8
28 39
28 43
28 63
28 73
28 88
29 2
29 7
29 8
29 43
29 58
29 62
30 11
30 64
30 67
30 72
30 97
31 34
32 47
32 61
32 69
33 38
33 77
34 14
34 24
34 63
34 72
35 48
36 1
36 65
36 79
37 5
37 13
37 53
37 64
37 100
38 44
39 9
39 93
40 18
40 28
41 7
41 9
41 11
41 13
41 18
41 30
41 44
41 57
41 58
41 71
41 86
42 17
42 57
42 99
43 26
43 80
43 94
44 18
44 51
44 54
45 12
45 35
45 47
45 49
45 77
46 20
46 64
46 69
46 82
47 14
47 15
47 17
47 19
47 40
47 89
47 90
48 23
48 40
48 44
48 46
48 79
49 35
49 68
50 1
50 15
50 49
51 5
51 6
51 20
51 56
51 89
52 22
52 58
53 45
53 95
54 1
54 38
54 58
54 71
55 13
55 16
55 41
55 49
55 58
55 66
56 32
56 85
56 90
57 38
57 54
57 72
58 2
58 28
58 35
58 41
58 51
58 100
59 29
59 43
59 50
59 72
59 94
60 11
60 69
61 6
61 11
61 54
61 64
61 76
61 81
61 86
62 41
62 67
62 75
62 77
63 25
63 29
63 45
63 74
63 83
65 61
65 69
65 85
65 97
66 46
66 48
66 64
66 65
67 11
67 17
67 63
67 92
67 93
68 62
68 77
68 93
69 17
69 53
69 98
70 4
70 38
70 58
70 79
70 82
71 11
71 12
71 25
71 50
71 84
71 88
71 91
72 2
72 6
72 57
72 92
72 98
73 3
73 56
73 86
74 22
74 64
74 86
75 12
75 41
76 1
76 15
76 34
76 49
77 30
77 44
77 88
77 89
78 20
78 37
78 42
78 54
78 74
78 83
79 83
80 61
80 99
81 48
81 56
81 61
82 34
82 42
82 63
82 78
82 84
83 3
83 7
83 85
83 87
84 2
84 15
84 42
84 89
84 95
85 15
85 23
85 36
85 81
86 12
86 71
86 72
87 2
87 45
87 56
87 91
88 11
88 43
89 2
89 63
90 8
90 95
91 50
91 70
91 71
91 74
91 80
92 34
92 47
92 64
92 96
93 3
93 63
94 20
94 25
94 30
94 40
94 61
94 98
95 3
95 21
95 26
95 61
95 69
95 90
96 13
96 57
97 65
97 93
98 73
98 80
98 83
99 19
99 57
99 62
99 69
99 70
99 80
99 88
99 90
100 9
100 11
100 13
100 69
100 93
