100 383
1 15
1 28
1 48
1 56
1 96
3 10
3 22
3 32
3 97
4 32
4 36
4 43
5 8
5 13
5 26
5 39
5 60
5 85
5 97
6 5
6 11
6 23
6 44
6 78
6 86
6 94
7 2
7 28
7 38
7 55
7 58
7 66
8 50
9 14
9 23
9 51
9 85
10 25
10 32
10 51
10 62
11 12
11 41
11 45
11 54
12 2
12 60
12 71
12 78
13 5
13 22
14 13
14 22
14 92
15 28
15 30
15 50
15 81
15 83
16 11
16 38
16 57
16 58
16 97
17 15
17 32
17 67
17 87
18 50
19 5
19 6
19 93
20 8
20 17
20 25
20 28
20 37
20 58
20 64
20 71
20 89
20 96
21 28
21 39
21 47
21 52
21 53
21 91
22 89
22 97
23 9
23 33
25 16
25 59
26 23
26 35
26 51
26 63
26 72
27 44
27 68
28 12
28 20
28 72
29 21
29 30
29 67
29 85
30 14
30 26
30 85
30 86
31 6
31 12
31 32
31 84
31 86
32 61
32 69
33 62
33 86
35 4
35 28
35 63
36 27
36 82
36 83
36 85
38 9
38 19
38 39
38 71
38 87
39 16
39 58
39 63
39 69
39 73
39 92
40 56
40 62
40 100
41 36
41 61
41 89
42 26
42 87
43 3
43 15
43 17
43 30
43 77
44 4
44 14
44 16
44 61
44 77
44 93
45 22
45 40
45 47
45 50
46 50
46 55
46 68
46 73
46 77
46 93
47 13
47 20
47 29
47 90
48 18
48 29
49 1
49 23
49 52
49 62
49 88
49 93
50 3
50 23
50 25
50 66
51 10
51 41
51 50
51 53
51 79
51 85
51 90
52 34
52 45
52 50
52 53
52 67
52 90
53 13
53 31
53 33
53 50
53 78
54 40
54 80
54 98
55 7
55 50
55 88
56 53
57 54
57 58
57 80
57 87
58 39
58 62
58 64
58 91
59 75
60 35
60 51
60 81
61 8
62 51
62 57
62 84
62 89
62 91
63 28
63 55
63 82
63 100
64 26
64 30
64 65
64 92
65 2
65 29
65 31
65 45
65 48
65 64
66 8
66 54
66 77
67 4
67 5
67 15
67 31
67 32
67 33
67 43
68 43
69 66
69 81
70 16
70 20
70 52
70 53
70 63
71 4
71 46
71 53
71 55
71 69
71 78
71 79
71 88
72 3
72 26
72 29
72 73
73 13
73 42
73 51
73 55
73 98
74 55
74 82
74 85
74 97
74 100
75 13
75 28
75 88
76 1
76 20
77 16
77 22
77 25
77 27
77 56
77 70
77 73
78 6
78 24
78 26
78 31
78 86
79 3
79 24
79 97
80 13
80 52
80 53
80 61
80 90
80 91
81 5
81 31
81 32
81 74
82 51
82 59
82 71
82 75
82 80
82 93
82 97
83 5
83 65
83 91
83 99
83 100
84 4
84 58
84 82
84 89
85 26
85 63
85 90
86 4
86 18
86 40
86 55
86 69
86 88
87 10
87 62
88 10
89 58
89 76
89 91
89 97
90 4
90 29
90 47
90 62
90 64
90 98
91 52
91 84
91 97
92 4
92 42
92 62
92 65
92 74
92 79
92 91
93 69
94 22
94 25
94 27
94 35
94 54
94 58
94 79
94 98
95 10
96 2
96 26
96 31
96 46
96 67
97 12
97 80
97 90
98 55
98 66
98 77
99 48
99 83
99 95
