100 362
1 6
1 22
1 51
1 52
1 62
2 32
2 69
2 78
2 89
3 11
3 29
3 34
3 66
3 74
3 82
4 40
4 60
4 81
5 15
5 25
5 69
5 72
6 75
7 34
7 59
7 62
7 96
8 2
8 12
8 20
8 34
9 7
9 79
10 13
10 28
10 79
10 91
10 96
11 4
11 23
11 58
11 86
12 2
12 86
12 92
13 91
13 99
14 33
14 41
14 44
14 73
14 89
14 100
15 14
15 37
15 75
16 28
16 48
16 54
16 83
16 100
17 9
17 34
17 56
18 62
18 86
18 97
19 18
19 24
19 43
19 95
20 8
20 42
20 50
20 78
21 34
21 56
21 68
21 98
22 96
23 46
23 58
23 75
24 37
24 40
24 75
25 51
25 67
25 79
25 82
25 88
26 18
26 21
26 43
26 49
27 19
27 24
27 36
27 49
27 62
27 63
27 89
27 92
28 6
28 42
28 53
28 70
28 72
28 91
28 99
29 90
30 18
30 28
30 75
31 15
31 24
31 46
31 84
32 6
32 16
32 26
32 40
32 81
33 13
33 40
34 11
34 15
34 21
34 30
34 62
34 71
34 89
35 1
35 19
35 44
35 55
35 79
36 4
36 8
36 25
36 44
36 86
36 98
37 6
37 52
37 87
37 90
38 18
38 22
39 2
39 34
39 50
40 5
40 97
41 1
41 36
41 48
41 88
41 91
42 21
42 27
42 28
42 49
43 21
43 72
43 86
44 46
44 50
44 62
44 97
45 3
45 10
45 19
45 82
45 84
46 1
46 9
46 15
46 86
47 14
47 52
47 60
47 74
47 91
48 2
48 75
48 94
49 8
49 22
49 56
49 60
49 70
50 51
50 58
50 78
51 1
51 9
51 84
51 91
52 88
53 29
53 89
54 13
54 20
54 70
54 92
54 97
55 66
56 31
56 32
56 54
57 65
57 80
57 84
57 89
58 15
58 18
58 53
59 7
59 9
59 28
59 37
59 38
59 65
59 78
59 79
60 6
60 16
60 30
60 40
60 76
60 85
61 43
61 82
61 84
61 93
62 21
62 23
64 53
64 77
64 84
64 88
65 16
65 36
65 40
66 9
66 11
66 35
66 73
66 80
66 82
67 7
67 9
67 37
67 46
67 48
67 92
68 11
68 36
68 59
68 81
69 3
69 38
69 55
70 17
70 27
70 31
70 81
71 7
71 94
72 23
72 39
72 66
72 98
73 37
73 92
73 100
74 6
74 10
74 20
74 39
74 41
74 59
74 90
75 96
76 27
76 66
76 80
77 20
78 69
78 79
78 89
79 26
79 78
80 34
80 48
80 63
80 78
81 10
81 27
81 78
82 4
82 42
82 45
82 65
82 80
82 88
82 90
82 96
83 27
83 69
83 77
83 92
84 1
84 10
84 31
85 11
85 53
85 61
85 73
85 95
86 1
86 29
86 41
87 61
87 75
88 21
88 42
89 2
89 4
89 66
89 71
89 76
89 93
90 4
90 38
90 63
90 79
92 12
92 50
92 64
93 42
93 60
93 66
93 74
94 72
94 86
95 12
95 16
95 27
95 43
96 41
96 67
97 61
98 39
98 54
98 66
98 94
99 6
99 26
99 86
100 18
